profile,job_title,experience,salary,location,job_description,tech_stack
DS,Principal Data Scientist,15-17 Yrs ,,,"Experience with AWS Data and ML Technologies (Sagemaker, Glue, Athena, Redshift) . Qual...","['Product management', 'Computer science', 'Simulation', 'Enterprise applications', 'Enterprise architecture', 'Project management', 'Machine learning', 'Agile']"
DS,Senior Data Scientist,6-11 Yrs ,,,6+ years as data scientist and technical hands-on coding experience . Have experience i...,"['Data analysis', 'SAS', 'Coding', 'Machine learning', 'Perl', 'Ruby', 'Analytics', 'SQL']"
DS,Lead Data Scientist,8-13 Yrs ,,,Improve current Recommendation System s Algorithms. Work on different forecastin...,"['Computer science', 'deep learning', 'Retail analytics', 'Machine learning', 'query', 'Programming', 'Forecasting', 'Monitoring']"
DS,Senior Data Scientist - Data and Analytics,7-10 Yrs ,,,Prior experience with AWS Glue or Databricks and Redshift or Snowflake is a must THE QU...,"['Data analysis', 'Financial inclusion', 'Analytical', 'Data collection', 'Database administration', 'Agile', 'Analytics', 'Monitoring']"
DS,Data Scientist,3-8 Yrs ,,,"Experience in Python, R, Spark, SQL, Mongo DB and D3.js / Tableau Strong in Appli...","['tableau', 'data science', 'spark', 'Demand forecasting', 'Machine learning', 'Data structures', 'Object oriented programming', 'Statistics']"
DS,Data Scientist,3-4 Yrs ,,,"Experience with labries like matplotlib, numpy / scipy, pandas, keras / pytorch, powerB...","['Product management', 'Postgresql', 'Analytical', 'MySQL', 'Machine learning', 'Signal processing', 'data visualization', 'Data mining']"
DS,Data Scientist,5-7 Yrs ,,,"Experience using web services: Redshift, S3, Spark, etc A drive to learn and master new...","['Computer science', 'Simulation', 'Coding', 'Consulting', 'Javascript', 'HTTP', 'Data mining', 'Information technology']"
DS,DATA SCIENTIST,2-7 Yrs ,,,We are looking for a Data Scientist to analyse large amounts of raw information and...,"['Computer science', 'C++', 'Operations research', 'Analytical', 'Machine learning', 'Data collection', 'Data mining', 'Business intelligence']"
DS,Data scientist,9-10 Yrs ,,,Objective: We are looking for a Data Scientist who will have zeal to make value out...,"['Business objects', 'MS SQL', 'MySQL', 'Javascript', 'Business intelligence', 'microsoft', 'Open source', 'Information technology']"
DS,Data Scientist,2-7 Yrs ,,,An ideal candidate must have academic experience and must have published a few research...,"['Telecom', 'data science', 'spark', 'Analytical', 'Intellectual property', 'Programming', 'Data quality', 'Research']"
DS,Data Scientist,2-5 Yrs ,,,"The ideal candidate should have experience of working with . large data sets, using sta...","['Computer science', 'deep learning', 'Image processing', 'qlik sense', 'Time series analysis', 'Machine learning', 'Hypothesis Testing', 'data visualization']"
DS,data engineer,6-8 Yrs ,,,Good knowledge in Deep learning and NLP on Client algorithms and their usage Working ex...,"['deep learning', 'Usage', 'data science', 'devops', 'Machine learning', 'Cloud', 'Data collection', 'Infrastructure']"
DS,Lead Data Scientist,6-10 Yrs ,,,"Bachelor s degree in a quantitative discipline, preferably Computer Science master s de...","['Supply chain', 'Product management', 'data science', 'Project management', 'Analytical', 'Consulting', 'Management consulting', 'Machine learning']"
DS,Data Scientist - 1st Party Data,2-6 Yrs ,,,Position Preferred Requirements: . Post graduate degree (MBA / MSc/MPharm) or adequate ...,"['Administration', 'Business transformation', 'Operational excellence', 'Conflict resolution', 'Project management', 'Strategic planning', 'Agile', 'Healthcare']"
DS,Sr Dot Data Scientist,8-11 Yrs ,,,"Proven work experience in customer analytics, CRM analytics, lifetime value, attributio...","['RCA', 'customer analytics', 'Staffing', 'Social media', 'Healthcare', 'Troubleshooting', 'Open source', 'CRM']"
DS,Sr. Data Scientist (Medical/Marketing Analytics),8-11 Yrs ,,,"Proven work experience in customer analytics, CRM analytics, lifetime value, attributio...","['RCA', 'customer analytics', 'Staffing', 'Social media', 'Healthcare', 'Troubleshooting', 'Open source', 'CRM']"
DS,Sr. Data Scientist - Marketing and Customer analytics,7-15 Yrs ,,,"Proven work experience in customer analytics, CRM analytics, lifetime value, attributio...","['customer analytics', 'Staffing', 'Machine learning', 'Troubleshooting', 'Open source', 'Analytics', 'Reporting tools', 'CRM']"
DS,Senior Software Engineer - Data Science,5-7 Yrs ,,,5 years of professional experience in experiment design and applied machine learning pr...,"['data science', 'Coding', 'Staffing', 'Machine learning', 'Technical leadership', 'model development', 'Resident Expert', 'Statistics']"
DS,Data scientist-Healthcare Analytics Associate,12-15 Yrs ,,,. Proficiency in one or more modern programming languages (Python) . Creative Problem s...,"['RCA', 'Staffing', 'Social media', 'Machine learning', 'Healthcare', 'healthcare analytics', 'Troubleshooting', 'Reporting tools']"
DS,Data Scientist/Engineer NLP,4-6 Yrs ,,,. B Tech / BE or Graduate in Mathematics / Statistics / Economics Non-Technical Skills ...,"['Text mining', 'Data analysis', 'Linux', 'Staffing', 'Analytical', 'Machine learning', 'Natural language processing', 'Forecasting']"
DS,Data science with Statistics Professional,1-3 Yrs ,,,. Should possess extensive knowledge of and experience in applying data mining and mach...,"['deep learning', 'data science', 'Staffing', 'Analytical', 'Machine learning', 'Programming', 'Data mining', 'big data']"
DS,Senior Data Scientist,7-12 Yrs ,,,"Bachelor s or master s degree in computer science, Statistics, Mathematics, or a relate...","['Computer science', 'Analytical', 'Machine learning', 'SCALA', 'Predictive modeling', 'data privacy', 'data visualization', 'Data mining']"
DS,Lead Data Scientist,7-12 Yrs ,,,Candidate profile . 7+ years in the Industry with experience in building Machine learni...,"['Computer science', 'Analytical', 'Machine learning', 'Predictive modeling', 'Data mining', 'Business solutions', 'Information technology', 'Financial services']"
DS,Data Scientist,3-8 Yrs ,,,"Bachelor s or Master s degree in Statistics, Mathematics, Quantitative Analysis, Comput...","['Computer science', 'Data analysis', 'SAS', 'MIS', 'Analytical', 'Research', 'Information technology', 'Analytics']"
DS,Data Scientist,3-8 Yrs ,,,"We are looking for highly talented Data Scientist to join our team in Bengaluru, Ind...","['Computer science', 'Data analysis', 'SAS', 'data science', 'MIS', 'Analytical', 'Data analytics', 'Information technology']"
DS,Data Scientist,2-8 Yrs ,,,"Excellent understanding of machine learning techniques and algorithms, such as k-NN, Na...","['data science', 'Coding', 'Data modeling', 'Agile development', 'MySQL', 'Machine learning', 'test driven development', 'MATLAB']"
DS,Data Scientist (Clinical Consultant/Clinical Data Scientist),3-8 Yrs ,,,". What you need. 5+ years of experience in clinical coding, coding guidelines, protocol...","['Claims', 'Data management', 'Coding', 'Analytical', 'Pharma', 'Clinical research', 'Healthcare', 'Public health']"
DS,Data Scientist I,1-3 Yrs ,,,". Understanding of deep learning fundamentals including network architectures, training...","['Computer science', 'Computer vision', 'deep learning', 'Neural networks', 'Data collection', 'model development', 'Statistics', 'Supervision']"
DS,"Data Scientist,D&T",3-5 Yrs ,,,Bachelor s in computer science / math/stats or other quantitative field 5years of relev...,"['Computer science', 'Neural networks', 'Analytical', 'Pharma', 'Machine learning', 'Healthcare', 'Data mining', 'Scientist D']"
DS,Data Scientist II,3-7 Yrs ,,,"Translate product requirements into analytical requirements and specifications, designi...","['Product management', 'Project management', 'Analytical', 'Machine learning', 'Healthcare', 'Pattern recognition', 'Data mining', 'Operations']"
DS,Associate Data Scientist,1-4 Yrs ,,,Completing small Data Science tasks under the guidance of more experienced members of ...,"['Supply chain', 'Business services', 'Computer vision', 'Prototype', 'agile project management', 'Analytical', 'Machine learning', 'microsoft']"
DS,"Manager Data Science, Fintech",2-6 Yrs ,,,Experience in a payments related industry or role a big plus . 6+ years of relevant wor...,"['Career development', 'Data analysis', 'data science', 'Machine learning', 'Data quality', 'Forecasting', 'Analytics', 'Recruitment']"
DS,Data Scientist,2-4 Yrs ,,,". ME, B Tech, BE in Computer Science or related disciplineExperience with Natural Langu...","['Product management', 'Computer science', 'Machine learning', 'Radiology', 'Programming', 'Healthcare', 'Natural language processing', 'Recruitment']"
DS,Data Scientist,6-11 Yrs ,,,At least 3 years industry experience in one or more full-time Data Science / ML role . ...,"['deep learning', 'PDF', 'data science', 'spark', 'Deployment', 'Pattern recognition', 'AWS', 'Analytics']"
DS,Data Scientist,3-6 Yrs ,,,"Organized, structured and reliable while being an effective problem solver . 3-6 years ...","['R', 'Sas', 'Project Management', 'Data Scientist', 'Big Data', 'Individual Contributor', 'Analytics', 'Python']"
DS,"Senior Data Scientist, AWS",3-8 Yrs ,,,"Bachelors degree Masters in engineering, technology, computer science, machine learnin...","['C++', 'Operations research', 'Machine learning', 'Perl', 'Business intelligence', 'Customer engagement', 'Robotics', 'Python']"
DS,Lead Data Scientist,5-11 Yrs ,,,"Lead and mentor a team of data scientists, providing guidance, support, and technical e...","['Analytical', 'Machine learning', 'Healthcare', 'Data quality', 'Customer service', 'Monitoring', 'Financial services', 'CRM']"
DS,Senior Machine Learning & AI Engineer (Generative AI),2-5 Yrs ,,,"2+ years experience in AI, NLP (GPT 5), and ML7+ years experience in Scala or Python fo...","['Hospitality', 'NoSQL', 'Machine learning', 'SCALA', 'Data structures', 'Healthcare', 'Monitoring', 'SQL']"
DS,Model Operations Engineering II,4-6 Yrs ,,,Bachelor s in computer science or Masters in any relevant engineering field . . . Exper...,"['Engineer II', 'Computer science', 'Maven', 'GIT', 'Powershell', 'Machine learning', 'Virtualization', 'Forecasting']"
DS,"Data Scientist, Lead",8-9 Yrs ,,,The Data Science team delivers best in class actionable business insights through cutt...,"['Data analysis', 'Team management', 'data science', 'SAS', 'Predictive modeling', 'Risk management', 'Data mining', 'Forecasting']"
DS,Data Scientist,12-22 Yrs ,,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Product management', 'Change management', 'Team management', 'Business analysis', 'MIS', 'Project management', 'Consulting', 'Risk management']"
DS,Machine Learning Engineer,2-3 Yrs ,,,"3 years of experience . Strong engineering skills: experience in OOP, Design Patterns, ...","['Solution architecture', 'Training', 'SAN', 'deep learning', 'data science', 'GCP', 'Machine learning', 'Data collection']"
DS,"Data Scientist, II",3-8 Yrs ,,,"Bachelor s or master s or advanced degree in Statistics, Mathematics, Data / Computer S...","['Supply chain', 'Data analysis', 'Talent acquisition', 'Project management', 'Analytical', 'Machine learning', 'Sensors', 'SQL']"
DS,Data Scientist AI ML NLP,3-5 Yrs ,,,Experience working with Text Data using transformer-based model . . 3 to 5 years of ex...,"['Text mining', 'Logistic regression', 'LMS', 'Machine learning', 'Healthcare', 'data visualization', 'Data mining', 'Open source']"
DS,"Data Scientist, II",3-8 Yrs ,,,"Bachelor s or master s or advanced degree in Statistics, Mathematics, Data / Computer S...","['Supply chain', 'Computer science', 'Data analysis', 'data science', 'Project management', 'Analytical', 'Machine learning', 'Sensors']"
DS,Sr Data Scientist-Fintech,5-8 Yrs ,,,Should also Mentor the Junior data scientist. . Should Document development phases and ...,"['Data Science', 'Machine Learning', 'SQL', 'R', 'Natural Language Processing', 'Banking projects', 'Knn', 'Al']"
DS,"NLP , Data Scientist",4-6 Yrs ,,,"Bachelors or Master s degree in Computer Science, Statistics, Information Technology, o...","['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Analytics']"
DS,"Knowledge Graph , Data Scientist",3-5 Yrs ,,,"Experience with KG platform and graph database management tools, e.g., Neo4jExperience ...","['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Operations']"
DS,"Deep Learning , Data Scientist",3-5 Yrs ,,,Experience in building models from scratch and working with structured and unstructured...,"['Computer science', 'Pharma', 'Analytical', 'Machine learning', 'Agile', 'Healthcare', 'Life sciences', 'Operations']"
DS,Data Scientist,2-5 Yrs ,,,"Experience with analysis on large scale datasets . Strong problem solving, programming ...","['Computer science', 'Machine learning', 'Hadoop', 'Packaging', 'Programming', 'Mathematics', 'Research', 'Data mining']"
DS,Data Scientist,5-10 Yrs ,,,Experience creating and using advanced machine learning algorithms and statistics: regr...,"['Simulation', 'Coding', 'Neural networks', 'Analytical', 'Agile development', 'Machine learning', 'Predictive modeling', 'Data mining']"
DS,"Senior Data Scientist, Payments",4-6 Yrs ,,,". Masters or PhD in a quantitative field (economics, computer science, physics, mathema...","['Computer science', 'Data analysis', 'data science', 'Business analysis', 'Genetics', 'Bioinformatics', 'Testing', 'SQL']"
DS,Data Scientist,3-6 Yrs ,,,Tata Business Hub is looking for a competent Data Scientist who will be responsible for...,"['data science', 'Analytical', 'Machine learning', 'data visualization', 'Business intelligence', 'Data mining', 'Analytics', 'SQL']"
