profile,tech_stack,tobeclusteredcolumn
DS,"[Product management, Project management, Analytical, Machine learning, Healthcare, Pattern recognition, Data mining, Operations]","DS [Product management, Project management, Analytical, Machine learning, Healthcare, Pattern recognition, Data mining, Operations]"
DS,"[Supply chain, Business services, Computer vision, Prototype, agile project management, Analytical, Machine learning, microsoft]","DS [Supply chain, Business services, Computer vision, Prototype, agile project management, Analytical, Machine learning, microsoft]"
DS,"[Career development, Data analysis, data science, Machine learning, Data quality, Forecasting, Analytics, Recruitment]","DS [Career development, Data analysis, data science, Machine learning, Data quality, Forecasting, Analytics, Recruitment]"
DS,"[Product management, Computer science, Machine learning, Radiology, Programming, Healthcare, Natural language processing, Recruitment]","DS [Product management, Computer science, Machine learning, Radiology, Programming, Healthcare, Natural language processing, Recruitment]"
DS,"[deep learning, PDF, data science, spark, Deployment, Pattern recognition, AWS, Analytics]","DS [deep learning, PDF, data science, spark, Deployment, Pattern recognition, AWS, Analytics]"
DS,"[R, Sas, Project Management, Data Scientist, Big Data, Individual Contributor, Analytics, Python]","DS [R, Sas, Project Management, Data Scientist, Big Data, Individual Contributor, Analytics, Python]"
DS,"[C++, Operations research, Machine learning, Perl, Business intelligence, Customer engagement, Robotics, Python]","DS [C++, Operations research, Machine learning, Perl, Business intelligence, Customer engagement, Robotics, Python]"
DS,"[Analytical, Machine learning, Healthcare, Data quality, Customer service, Monitoring, Financial services, CRM]","DS [Analytical, Machine learning, Healthcare, Data quality, Customer service, Monitoring, Financial services, CRM]"
DS,"[Hospitality, NoSQL, Machine learning, SCALA, Data structures, Healthcare, Monitoring, SQL]","DS [Hospitality, NoSQL, Machine learning, SCALA, Data structures, Healthcare, Monitoring, SQL]"
DS,"[Engineer II, Computer science, Maven, GIT, Powershell, Machine learning, Virtualization, Forecasting]","DS [Engineer II, Computer science, Maven, GIT, Powershell, Machine learning, Virtualization, Forecasting]"
DS,"[Data analysis, Team management, data science, SAS, Predictive modeling, Risk management, Data mining, Forecasting]","DS [Data analysis, Team management, data science, SAS, Predictive modeling, Risk management, Data mining, Forecasting]"
DS,"[Product management, Change management, Team management, Business analysis, MIS, Project management, Consulting, Risk management]","DS [Product management, Change management, Team management, Business analysis, MIS, Project management, Consulting, Risk management]"
DS,"[Solution architecture, Training, SAN, deep learning, data science, GCP, Machine learning, Data collection]","DS [Solution architecture, Training, SAN, deep learning, data science, GCP, Machine learning, Data collection]"
DS,"[Supply chain, Data analysis, Talent acquisition, Project management, Analytical, Machine learning, Sensors, SQL]","DS [Supply chain, Data analysis, Talent acquisition, Project management, Analytical, Machine learning, Sensors, SQL]"
DS,"[Text mining, Logistic regression, LMS, Machine learning, Healthcare, data visualization, Data mining, Open source]","DS [Text mining, Logistic regression, LMS, Machine learning, Healthcare, data visualization, Data mining, Open source]"
DS,"[Supply chain, Computer science, Data analysis, data science, Project management, Analytical, Machine learning, Sensors]","DS [Supply chain, Computer science, Data analysis, data science, Project management, Analytical, Machine learning, Sensors]"
DS,"[Data Science, Machine Learning, SQL, R, Natural Language Processing, Banking projects, Knn, Al]","DS [Data Science, Machine Learning, SQL, R, Natural Language Processing, Banking projects, Knn, Al]"
DS,"[Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Analytics]","DS [Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Analytics]"
DS,"[Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations]","DS [Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations]"
DS,"[Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations]","DS [Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations]"
DS,"[Computer science, Machine learning, Hadoop, Packaging, Programming, Mathematics, Research, Data mining]","DS [Computer science, Machine learning, Hadoop, Packaging, Programming, Mathematics, Research, Data mining]"
DS,"[Simulation, Coding, Neural networks, Analytical, Agile development, Machine learning, Predictive modeling, Data mining]","DS [Simulation, Coding, Neural networks, Analytical, Agile development, Machine learning, Predictive modeling, Data mining]"
DS,"[Computer science, Data analysis, data science, Business analysis, Genetics, Bioinformatics, Testing, SQL]","DS [Computer science, Data analysis, data science, Business analysis, Genetics, Bioinformatics, Testing, SQL]"
DS,"[data science, Analytical, Machine learning, data visualization, Business intelligence, Data mining, Analytics, SQL]","DS [data science, Analytical, Machine learning, data visualization, Business intelligence, Data mining, Analytics, SQL]"
DS,"[Data Scientist, python, r, process management, sas, random forest, Tableau, QlikView]","DS [Data Scientist, python, r, process management, sas, random forest, Tableau, QlikView]"
DS,"[Computer science, Computer vision, deep learning, Statistical analysis, data science, Machine learning, Research, IEEE]","DS [Computer science, Computer vision, deep learning, Statistical analysis, data science, Machine learning, Research, IEEE]"
DS,"[Data scientist, Graph data, Python, H2O, frameworks, Scala, data warehousing, networking]","DS [Data scientist, Graph data, Python, H2O, frameworks, Scala, data warehousing, networking]"
DS,"[Data Science, Tensorflow, Neo4J, Data Scientist, Science, Data]","DS [Data Science, Tensorflow, Neo4J, Data Scientist, Science, Data]"
DS,"[ETL frameworks, Scala, data warehousing, SQL, Python, Pan, Framework, Exp]","DS [ETL frameworks, Scala, data warehousing, SQL, Python, Pan, Framework, Exp]"
DS,"[Statistical programming, CRO, SAS, Pharma, Project management, Clinical trials, Management, SDLC]","DS [Statistical programming, CRO, SAS, Pharma, Project management, Clinical trials, Management, SDLC]"
DS,"[fundamentals, algorithms, python, data analytics, probability, data mining, svm, machine learning]","DS [fundamentals, algorithms, python, data analytics, probability, data mining, svm, machine learning]"
DS,"[fundamentals, algorithms, applied mathematics, python, data analytics, probability, data mining, machine learning]","DS [fundamentals, algorithms, applied mathematics, python, data analytics, probability, data mining, machine learning]"
DS,"[Automation, GIT, Postgresql, Machine learning, Data structures, MongoDB, Information management, Analytics]","DS [Automation, GIT, Postgresql, Machine learning, Data structures, MongoDB, Information management, Analytics]"
DS,"[data science, Coding, Machine learning, data visualization, Digital marketing, Econometrics, Open source, Analytics]","DS [data science, Coding, Machine learning, data visualization, Digital marketing, Econometrics, Open source, Analytics]"
DS,"[NoSQL, RDBMS, Python, Airflow, data analytics, Power BI, Scala, PostgreSQL]","DS [NoSQL, RDBMS, Python, Airflow, data analytics, Power BI, Scala, PostgreSQL]"
DS,"[Supply chain, Automation, GCP, Market intelligence, Analytics, SQL, Logistics, Business operations]","DS [Supply chain, Automation, GCP, Market intelligence, Analytics, SQL, Logistics, Business operations]"
DS,"[Time Series Analysis, Time Series, Route Optimization, Data Science, data, Network Optimization, Demand Forecasting, Forecasting]","DS [Time Series Analysis, Time Series, Route Optimization, Data Science, data, Network Optimization, Demand Forecasting, Forecasting]"
DS,"[data science, Machine Learning, Predictive Modeling, Logistic Regression, data, Predictive, Regression, Machine]","DS [data science, Machine Learning, Predictive Modeling, Logistic Regression, data, Predictive, Regression, Machine]"
DS,"[Supply chain, Automation, GCP, Neural networks, FMCG, Forecasting, SQL, Python]","DS [Supply chain, Automation, GCP, Neural networks, FMCG, Forecasting, SQL, Python]"
DS,"[Supply chain, Data analysis, Automation, Analytical, Market intelligence, Forecasting, Information technology, Logistics]","DS [Supply chain, Data analysis, Automation, Analytical, Market intelligence, Forecasting, Information technology, Logistics]"
DS,"[Data analysis, Statistical analysis, data science, Machine learning, Siemens, Programming, model development, Statistics]","DS [Data analysis, Statistical analysis, data science, Machine learning, Siemens, Programming, model development, Statistics]"
DS,"[data science, Machine learning, Siemens, HTML, Data mining, Business intelligence, Operations, Analytics]","DS [data science, Machine learning, Siemens, HTML, Data mining, Business intelligence, Operations, Analytics]"
DS,"[Power BI, Python, SQL, GCP, Tableau, AWS, azure, Microsoft Azure]","DS [Power BI, Python, SQL, GCP, Tableau, AWS, azure, Microsoft Azure]"
DS,"[Computer science, Machine learning, Schema, SCALA, Agile, HTML, Business intelligence, Data mining]","DS [Computer science, Machine learning, Schema, SCALA, Agile, HTML, Business intelligence, Data mining]"
DS,"[Data analysis, Google Analytics, RF, Web analytics, Analytical, SEM, SEO, Forecasting]","DS [Data analysis, Google Analytics, RF, Web analytics, Analytical, SEM, SEO, Forecasting]"
DS,"[Data analysis, Operations research, Web analytics, Analytical, Machine learning, Predictive modeling, SEO, Forecasting]","DS [Data analysis, Operations research, Web analytics, Analytical, Machine learning, Predictive modeling, SEO, Forecasting]"
